Text,Sentiment,Emotion,text_length,word_count
"একদিন তাকে নিয়ে ঘুমের মধ্যে স্বপ্নদোষ হয়ে যাচ্ছিলো,পরে ঘুম ভেঙে গেলো,কোপাল ভালো এমন বাজে জিনিশ কে কিছু করি নাইl",Strongly Negative,Creepy,111,19
ধন্যবাদ হিরু আলম ভাই কথাগুলো বলার জন্য জায়েদ খান কে অরে কয়জনে চিনে চেটের বাল অরে মনেহয় চলোচিত্রের বেশিরভাগ নায়করাই চিনে না ওতো টিকে আছে কএক জনের পা চাইটা আর অরেত জনগণ জুতার সমান মুল্ল দেয় না,Strongly Negative,Creepy,190,37
"আমি জায়েদ নামে কাউয়াকে চিনি না,  আমি ১০০% হিরো আলম  ময়নাকে চিনি,  ,   জায়েদ আমাদের  থানার লোক  ,  আমি মনে করি হিরো আলমের জুতার সমান ও হয়নায়, মিশা, জায়েদ,",Strongly Negative,Creepy,153,29
এ বুদার পোত জায়েদ খান না কি জানি হুম ভিডিও তে তো মনে হয় তাই দেখলাম তুই কোন ভুদার নায়ক মাদার চুদ অভিনয়ের অ টা বুজছ?  তর অভিনয় দেখলে মনে হয় তরে চিরিয়া কানায় নিয়া আটকায় না কেন? তর অভিনয় দেখলে নিজের কপালে নিজে জুতা দিয়া মারতে মনে চায়,Strongly Negative,Creepy,229,49
জেই কুকুরের বাচ্চা এই ভিডিওটা বানিয়েছে তাকে জুতা দিয়ে পিটানের দরকার,Strongly Negative,Creepy,67,11
কি ব্যপার বাসার মধ্যে এত বেডা কেন?,Negative,Bullying,34,7
এর মতো একটা ন্যাকা মাইয়া আমি জীবনেও দেখিনাই।আর বাংলিশ শুনলে মনডা চায় জুতা খুইল্লা মারি।এইসব বারোভাতারিদের এখানে অতিথি হিসেবে আনা লাগে??এইসব সস্তা তারকাদের মতো প্রথম আলোও সস্তা হইয়া গেসে।,Negative,Bullying,186,29
মুখে ময়দা বেশি হয়ে গেছে #মাগী কবির,Negative,Bullying,34,7
ঘৃণা করি সাফাকে,Strongly Negative,Bullying,15,3
জায়েদ খান কে জুতা মারা উচিত,Strongly Negative,Creepy,28,6
প্রতিবাদ হোক এই জগন্য কাজের l আর পারলে সবাই এই বাউলকে সহযোগীতা করুন l,Strongly Negative,Creepy,69,14
এই কুত্তারে জবাই করে মারও,Strongly Negative,Creepy,25,5
যে কাজটা করছে ফাঁসি চাই,Strongly Negative,Creepy,23,5
এই শালাকে জুতা পিটা করা দরকার।,Strongly Negative,Creepy,30,6
আকাম করছে লাইভে এসে এখন বলে ফেজবুক হ্যাক করছে। এই মাগি চুদ্দা বোদা পাঠিয়ে দিমু,Negative,Creepy,78,15
মাগির,Negative,Creepy,5,1
পূর্ব বাংলার কয়েকটা মাগীর লিস্ট করলে পরিমনিও লিস্টে জাইগা দখল করবে।,Negative,Creepy,67,11
পূর্ব বাংলার কয়েকটা মাগীর লিস্ট করলে সেখানে পরিমনিও লিস্টে জায়গা নিবে।বিঃদ্রঃ এখানে 'মাগী' অর্থ সুন্দর বা উপযুক্ত বুঝাতে চেয়েছি।,Negative,Creepy,128,19
তুমি  যদি চুদাও কেনো?,Negative,Creepy,21,4
সোনা কাটা পরী!,Negative,Creepy,14,3
সাউয়্যা নিয়া পরিবেশ দূষণ করতেছো,Negative,Creepy,31,5
দুর মাগি,Negative,Creepy,8,2
"আচ্ছা, শাফা খবিশ কুত্তা নাকি কুত্তি ওরে তো কখনো উলঙ্গ দেখি নাই,আমরা না দেখে কিভাবে বিশ্বাস করবো ও কুত্তি",Negative,Creepy,104,19
আরফিন শুভ র সাথে নাই কেন ,Negative,Creepy,25,6
মাগীর কেনুর ডরে ধরছে,Negative,Creepy,20,4
কাম ওইবোনা কুদ্দুস বয়াতি মামলা করবোই নাকি,Negative,Creepy,41,7
"বাংলাদেশ এ তার একটা পতিতালয় ছিল সে ছিল সেখানের প্রধান, তার ধান্দা বন্ধ করায়,,তাই সে ক্ষুব্ধ হয়ে তার প্রথম f***c কারী ট্রাম্প এর কাছে বিচার দিছে",Negative,Creepy,143,26
তোর মত রাস্তার মাগিপরকালকে বিশ্বাস করলেও কি না করেলেও কি??,Negative,Creepy,58,10
জাহিদের গালে জুতা মারো তালে তালে,Strongly Negative,Creepy,32,6
এইটা জদি হয় নায়ক তাহলে আর কি বলবে সালারে জুতা মারা দরকার,Strongly Negative,Creepy,56,12
জাহিদ  র সালা র কে জুতা  মারো,Strongly Negative,Creepy,30,7
জুতা পিটা করো,Strongly Negative,Creepy,13,3
আমার সোনার আলম টোগায়ের পোলা ওর মুখে জুতা মারি,Strongly Negative,Creepy,45,9
সেপুদা আমরা তোমার জন্য বাঁশ আর গরম ডিম নিয়ে অপেক্ষা করতেছি তুমি কবে আসবে?,Strongly Negative,Creepy,73,14
